id,lat,lon,name,street_no,street_name,street_type,suburb,postcode,sport,type,field_surface,lga,address
"BOROON11005",-37.801945,145.08444,"Boroondara Sports Complex",271C,"Belmore","Road","BALWYN NORTH","3104","Netball","indoor","NA","BOROONDARA","271C Belmore Road, BALWYN NORTH 3104"
"BOROON11005",-37.801945,145.08444,"Boroondara Sports Complex",271C,"Belmore","Road","BALWYN NORTH","3104","Swimming","indoor",,"BOROONDARA","271C Belmore Road, BALWYN NORTH 3104"
"HUMECI11768",-37.631222,144.932963,"Lakeside Reserve",27-51,"Lakeside","Drive","ROXBURGH PARK","3064","Cricket","outdoor","Synthetic Pitch","HUME","27-51 Lakeside Drive, ROXBURGH PARK 3064"
"HUMECI11768",-37.631222,144.932963,"Lakeside Reserve",27-51,"Lakeside","Drive","ROXBURGH PARK","3064","Football","outdoor","Grass","HUME","27-51 Lakeside Drive, ROXBURGH PARK 3064"
"HUMECI11778",-37.660356,144.932832,"Progress Reserve",27-59,"Almurta","Avenue","COOLAROO","3064","Basketball","indoor","Wooden Gymnasium","HUME","27-59 Almurta Avenue, COOLAROO 3064"
"HUMECI11778",-37.660356,144.932832,"Progress Reserve",27-59,"Almurta","Avenue","COOLAROO","3064","BMX","outdoor","Dirt","HUME","27-59 Almurta Avenue, COOLAROO 3064"
"HUMECI11778",-37.660356,144.932832,"Progress Reserve",27-59,"Almurta","Avenue","COOLAROO","3064","Cricket","outdoor","Turf Pitch","HUME","27-59 Almurta Avenue, COOLAROO 3064"
"HUMECI11778",-37.660356,144.932832,"Progress Reserve",27-59,"Almurta","Avenue","COOLAROO","3064","Cricket","outdoor","Synthetic Pitch","HUME","27-59 Almurta Avenue, COOLAROO 3064"
"HUMECI11778",-37.660356,144.932832,"Progress Reserve",27-59,"Almurta","Avenue","COOLAROO","3064","Netball","outdoor","Asphalt","HUME","27-59 Almurta Avenue, COOLAROO 3064"
"HUMECI11778",-37.660356,144.932832,"Progress Reserve",27-59,"Almurta","Avenue","COOLAROO","3064","Soccer","outdoor","Grass","HUME","27-59 Almurta Avenue, COOLAROO 3064"
"MOONEE9390",-37.771863,144.935225,"Ormond Park",2A,"Pattinson","Street","MOONEE PONDS","3039","Cricket","outdoor","Turf Pitch","MOONEE VALLEY","2A Pattinson Street, MOONEE PONDS 3039"
"MOONEE9390",-37.771863,144.935225,"Ormond Park",2A,"Pattinson","Street","MOONEE PONDS","3039","Cricket","outdoor","Synthetic Pitch","MOONEE VALLEY","2A Pattinson Street, MOONEE PONDS 3039"
"MOONEE9390",-37.771863,144.935225,"Ormond Park",2A,"Pattinson","Street","MOONEE PONDS","3039","Football","outdoor","Grass","MOONEE VALLEY","2A Pattinson Street, MOONEE PONDS 3039"
"MOONEE9390",-37.771863,144.935225,"Ormond Park",2A,"Pattinson","Street","MOONEE PONDS","3039","Soccer","outdoor","Grass","MOONEE VALLEY","2A Pattinson Street, MOONEE PONDS 3039"
"MOONEE9347",-37.729161,144.87355,"AJ Davis Reserve",300-320,"Fullarton","Road","NIDDRIE","3042","Cricket","outdoor","Synthetic Pitch","MOONEE VALLEY","300-320 Fullarton Road, NIDDRIE 3042"
